bowler,bowling_team,venue,runs_conceded,balls_bowled,wickets,economy_rate
MJ Santner,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",63,36,0,10.5
MJ Santner,Chennai Super Kings,Sawai Mansingh Stadium,25,25,1,6.0
MJ Santner,Chennai Super Kings,"Wankhede Stadium, Mumbai",96,84,3,6.86
MJ Suthar,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",26,12,0,13.0
MK Lomror,Rajasthan Royals,Dubai International Cricket Stadium,42,37,1,6.81
MK Lomror,Rajasthan Royals,Sawai Mansingh Stadium,27,18,0,9.0
MK Lomror,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",5,6,0,5.0
MK Lomror,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",13,6,0,13.0
MK Lomror,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4,6,1,4.0
MK Lomror,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",18,12,0,9.0
MK Lomror,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",18,9,0,12.0
MK Tiwary,Delhi Capitals,Kingsmead,11,6,0,11.0
MK Tiwary,Delhi Capitals,"Sardar Patel Stadium, Motera",28,12,0,14.0
MK Tiwary,Kings XI Punjab,Rajiv Gandhi International Stadium,10,7,0,8.57
MK Tiwary,Kolkata Knight Riders,Eden Gardens,34,20,1,10.2
MM Ali,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",18,18,1,6.0
MM Ali,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",18,30,2,3.6
MM Ali,Chennai Super Kings,"Brabourne Stadium, Mumbai",43,36,1,7.17
MM Ali,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",42,48,3,5.25
MM Ali,Chennai Super Kings,Dubai International Cricket Stadium,59,61,2,5.8
MM Ali,Chennai Super Kings,"Eden Gardens, Kolkata",20,6,1,20.0
MM Ali,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",13,6,1,13.0
MM Ali,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",178,133,5,8.03
MM Ali,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",46,39,2,7.08
MM Ali,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",23,19,2,7.26
MM Ali,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",17,12,0,8.5
MM Ali,Chennai Super Kings,Sharjah Cricket Stadium,5,6,0,5.0
MM Ali,Chennai Super Kings,"Wankhede Stadium, Mumbai",86,78,6,6.62
MM Ali,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",23,14,0,9.86
MM Ali,Royal Challengers Bangalore,Arun Jaitley Stadium,25,26,1,5.77
MM Ali,Royal Challengers Bangalore,Dubai International Cricket Stadium,38,26,1,8.77
MM Ali,Royal Challengers Bangalore,Eden Gardens,13,6,1,13.0
MM Ali,Royal Challengers Bangalore,Holkar Cricket Stadium,13,13,4,6.0
MM Ali,Royal Challengers Bangalore,M.Chinnaswamy Stadium,78,60,3,7.8
MM Ali,Royal Challengers Bangalore,MA Chidambaram Stadium,19,24,1,4.75
MM Ali,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,19,25,1,4.56
MM Ali,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,49,36,0,8.17
MM Ali,Royal Challengers Bangalore,Sawai Mansingh Stadium,33,18,0,11.0
MM Ali,Royal Challengers Bangalore,Sheikh Zayed Stadium,4,6,0,4.0
MM Ali,Royal Challengers Bangalore,Wankhede Stadium,18,24,2,4.5
MM Patel,Gujarat Lions,Green Park,22,18,0,7.33
MM Patel,Gujarat Lions,Wankhede Stadium,36,24,1,9.0
MM Patel,Mumbai Indians,Dr DY Patil Sports Academy,34,24,1,8.5
MM Patel,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,21,24,4,5.25
MM Patel,Mumbai Indians,Eden Gardens,32,24,1,8.0
MM Patel,Mumbai Indians,Feroz Shah Kotla,88,60,0,8.8
MM Patel,Mumbai Indians,M Chinnaswamy Stadium,108,70,2,9.26
MM Patel,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",56,49,5,6.86
MM Patel,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",66,49,5,8.08
MM Patel,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",35,24,1,8.75
MM Patel,Mumbai Indians,Sawai Mansingh Stadium,18,24,2,4.5
MM Patel,Mumbai Indians,Subrata Roy Sahara Stadium,24,25,1,5.76
MM Patel,Mumbai Indians,Wankhede Stadium,407,335,20,7.29
MM Patel,Rajasthan Royals,De Beers Diamond Oval,3,6,0,3.0
MM Patel,Rajasthan Royals,Dr DY Patil Sports Academy,36,31,0,6.97
MM Patel,Rajasthan Royals,Eden Gardens,22,24,2,5.5
MM Patel,Rajasthan Royals,Feroz Shah Kotla,25,18,0,8.33
MM Patel,Rajasthan Royals,Kingsmead,36,48,6,4.5
MM Patel,Rajasthan Royals,M Chinnaswamy Stadium,43,36,2,7.17
MM Patel,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",55,25,1,13.2
MM Patel,Rajasthan Royals,Newlands,87,63,5,8.29
MM Patel,Rajasthan Royals,OUTsurance Oval,39,27,2,8.67
MM Patel,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",80,49,2,9.8
MM Patel,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",55,26,0,12.69
MM Patel,Rajasthan Royals,"Sardar Patel Stadium, Motera",52,36,3,8.67
MM Patel,Rajasthan Royals,Sawai Mansingh Stadium,156,145,8,6.46
MM Patel,Rajasthan Royals,St George's Park,23,12,0,11.5
MM Patel,Rajasthan Royals,SuperSport Park,57,62,5,5.52
MM Patel,Rajasthan Royals,Wankhede Stadium,17,24,3,4.25
MM Sharma,Chennai Super Kings,Barabati Stadium,39,24,2,9.75
MM Sharma,Chennai Super Kings,Brabourne Stadium,42,24,3,10.5
MM Sharma,Chennai Super Kings,Dubai International Cricket Stadium,27,36,6,4.5
MM Sharma,Chennai Super Kings,Eden Gardens,128,108,4,7.11
MM Sharma,Chennai Super Kings,Feroz Shah Kotla,93,66,7,8.45
MM Sharma,Chennai Super Kings,JSCA International Stadium Complex,124,96,7,7.75
MM Sharma,Chennai Super Kings,M Chinnaswamy Stadium,69,49,2,8.45
MM Sharma,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",318,269,17,7.09
MM Sharma,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",86,50,2,10.32
MM Sharma,Chennai Super Kings,"Sardar Patel Stadium, Motera",33,24,0,8.25
MM Sharma,Chennai Super Kings,Sawai Mansingh Stadium,21,24,1,5.25
MM Sharma,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,17,12,0,8.5
MM Sharma,Chennai Super Kings,Sharjah Cricket Stadium,28,24,2,7.0
MM Sharma,Chennai Super Kings,Sheikh Zayed Stadium,52,35,1,8.91
MM Sharma,Chennai Super Kings,Subrata Roy Sahara Stadium,21,25,3,5.04
MM Sharma,Chennai Super Kings,Wankhede Stadium,195,137,6,8.54
MM Sharma,Delhi Capitals,Dubai International Cricket Stadium,45,25,1,10.8
MM Sharma,Gujarat Titans,"Arun Jaitley Stadium, Delhi",73,25,0,17.52
MM Sharma,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",51,36,4,8.5
MM Sharma,Gujarat Titans,"Eden Gardens, Kolkata",12,6,0,12.0
MM Sharma,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",86,38,0,13.58
MM Sharma,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",67,49,4,8.2
MM Sharma,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",33,25,3,7.92
MM Sharma,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",351,253,31,8.32
MM Sharma,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",18,24,2,4.5
MM Sharma,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",56,33,2,10.18
MM Sharma,Gujarat Titans,"Wankhede Stadium, Mumbai",43,24,1,10.75
MM Sharma,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,65,50,3,7.8
MM Sharma,Kings XI Punjab,Eden Gardens,69,42,1,9.86
MM Sharma,Kings XI Punjab,Feroz Shah Kotla,48,38,1,7.58
MM Sharma,Kings XI Punjab,Holkar Cricket Stadium,165,95,2,10.42
MM Sharma,Kings XI Punjab,M Chinnaswamy Stadium,57,42,2,8.14
MM Sharma,Kings XI Punjab,M.Chinnaswamy Stadium,45,21,0,12.86
MM Sharma,Kings XI Punjab,Maharashtra Cricket Association Stadium,34,26,1,7.85
MM Sharma,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,133,74,5,10.78
MM Sharma,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",306,221,11,8.31
MM Sharma,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",45,45,4,6.0
MM Sharma,Kings XI Punjab,Saurashtra Cricket Association Stadium,59,49,4,7.22
MM Sharma,Kings XI Punjab,Sawai Mansingh Stadium,29,20,0,8.7
MM Sharma,Kings XI Punjab,Wankhede Stadium,95,44,2,12.95
MN Samuels,Delhi Capitals,Feroz Shah Kotla,34,18,0,11.33
MN Samuels,Pune Warriors,Barabati Stadium,33,18,1,11.0
MN Samuels,Pune Warriors,M Chinnaswamy Stadium,5,12,1,2.5
MN Samuels,Pune Warriors,"MA Chidambaram Stadium, Chepauk",39,24,3,9.75
MN Samuels,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",27,22,0,7.36
MN Samuels,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",34,25,1,8.16
MN Samuels,Pune Warriors,Subrata Roy Sahara Stadium,91,75,3,7.28
MN Samuels,Pune Warriors,Wankhede Stadium,22,25,1,5.28
MP Stoinis,Delhi Capitals,Dubai International Cricket Stadium,100,68,4,8.82
MP Stoinis,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",32,24,1,8.0
MP Stoinis,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",37,19,1,11.68
MP Stoinis,Delhi Capitals,Sharjah Cricket Stadium,74,44,3,10.09
MP Stoinis,Delhi Capitals,Sheikh Zayed Stadium,122,79,6,9.27
MP Stoinis,Delhi Capitals,"Wankhede Stadium, Mumbai",46,19,0,14.53
MP Stoinis,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,21,24,4,5.25
MP Stoinis,Kings XI Punjab,Eden Gardens,41,27,0,9.11
MP Stoinis,Kings XI Punjab,Holkar Cricket Stadium,140,83,3,10.12
MP Stoinis,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,7,6,0,7.0
MP Stoinis,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",132,74,4,10.7
MP Stoinis,Kings XI Punjab,Saurashtra Cricket Association Stadium,36,31,1,6.97
MP Stoinis,Kings XI Punjab,Sawai Mansingh Stadium,15,12,1,7.5
MP Stoinis,Kings XI Punjab,Wankhede Stadium,43,18,1,14.33
MP Stoinis,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",99,79,5,7.52
MP Stoinis,Lucknow Super Giants,"Brabourne Stadium, Mumbai",28,18,1,9.33
MP Stoinis,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",37,19,3,11.68
MP Stoinis,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",9,7,1,7.71
MP Stoinis,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",50,25,1,12.0
MP Stoinis,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",20,6,0,20.0
MP Stoinis,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",22,15,1,8.8
MP Stoinis,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",28,24,2,7.0
MP Stoinis,Lucknow Super Giants,"Wankhede Stadium, Mumbai",14,7,0,12.0
MP Stoinis,Royal Challengers Bangalore,Arun Jaitley Stadium,24,18,0,8.0
MP Stoinis,Royal Challengers Bangalore,Eden Gardens,32,25,1,7.68
MP Stoinis,Royal Challengers Bangalore,M.Chinnaswamy Stadium,63,42,1,9.0
MP Stoinis,Royal Challengers Bangalore,Sawai Mansingh Stadium,28,18,0,9.33
MP Yadav,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",73,52,4,8.42
MP Yadav,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",15,24,4,3.75
MR Marsh,Delhi Capitals,"Arun Jaitley Stadium, Delhi",118,86,7,8.23
MR Marsh,Delhi Capitals,"Brabourne Stadium, Mumbai",36,25,1,8.64
MR Marsh,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",59,39,3,9.08
MR Marsh,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",51,29,1,10.55
MR Marsh,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",19,12,2,9.5
MR Marsh,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",19,21,3,5.43
MR Marsh,Delhi Capitals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",52,25,0,12.48
MR Marsh,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",16,13,0,7.38
MR Marsh,Delhi Capitals,"Wankhede Stadium, Mumbai",7,12,0,3.5
MR Marsh,Pune Warriors,Dr DY Patil Sports Academy,39,25,0,9.36
MR Marsh,Pune Warriors,Feroz Shah Kotla,11,13,1,5.08
MR Marsh,Pune Warriors,M Chinnaswamy Stadium,57,19,1,18.0
MR Marsh,Pune Warriors,"MA Chidambaram Stadium, Chepauk",35,25,2,8.4
MR Marsh,Pune Warriors,Maharashtra Cricket Association Stadium,26,25,1,6.24
MR Marsh,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",27,24,2,6.75
MR Marsh,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",25,24,4,6.25
MR Marsh,Pune Warriors,Subrata Roy Sahara Stadium,42,40,2,6.3
MR Marsh,Pune Warriors,Wankhede Stadium,24,13,1,11.08
MR Marsh,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",14,24,2,3.5
MR Marsh,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,10,6,0,10.0
MR Marsh,Rising Pune Supergiant,Wankhede Stadium,21,25,2,5.04
MR Marsh,Sunrisers Hyderabad,Dubai International Cricket Stadium,6,4,0,9.0
MR Marsh,Sunrisers Hyderabad,Feroz Shah Kotla,19,13,1,8.77
MR Marsh,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,32,24,0,8.0
MR Marsh,Sunrisers Hyderabad,M Chinnaswamy Stadium,38,27,1,8.44
MS Gony,Chennai Super Kings,Dr DY Patil Sports Academy,30,24,1,7.5
MS Gony,Chennai Super Kings,Eden Gardens,51,42,1,7.29
MS Gony,Chennai Super Kings,Feroz Shah Kotla,37,25,1,8.88
MS Gony,Chennai Super Kings,Kingsmead,74,43,1,10.33
MS Gony,Chennai Super Kings,M Chinnaswamy Stadium,34,24,3,8.5
MS Gony,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",259,193,8,8.05
MS Gony,Chennai Super Kings,New Wanderers Stadium,23,13,1,10.62
MS Gony,Chennai Super Kings,Newlands,32,25,2,7.68
MS Gony,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",43,26,1,9.92
MS Gony,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",23,24,1,5.75
MS Gony,Chennai Super Kings,Sawai Mansingh Stadium,26,18,0,8.67
MS Gony,Chennai Super Kings,St George's Park,25,20,1,7.5
MS Gony,Chennai Super Kings,SuperSport Park,19,6,0,19.0
MS Gony,Chennai Super Kings,Wankhede Stadium,45,46,3,5.87
MS Gony,Gujarat Lions,Saurashtra Cricket Association Stadium,32,15,0,12.8
MS Gony,Kings XI Punjab,M Chinnaswamy Stadium,47,27,0,10.44
MS Gony,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",29,12,0,14.5
MS Gony,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",113,86,4,7.88
MS Gony,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",29,24,2,7.25
MS Gony,Kings XI Punjab,Wankhede Stadium,43,26,1,9.92
MS Gony,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,55,25,0,13.2
MS Gony,Sunrisers Hyderabad,Nehru Stadium,19,18,1,6.33
MS Gony,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",40,25,1,9.6
MS Gony,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",161,113,4,8.55
MS Gony,Sunrisers Hyderabad,Subrata Roy Sahara Stadium,28,25,2,6.72
MW Short,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",10,12,0,5.0
MW Short,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",8,6,0,8.0
MW Short,Punjab Kings,"Wankhede Stadium, Mumbai",7,7,0,6.0
Mandeep Singh,Kings XI Punjab,Eden Gardens,18,6,0,18.0
Mandeep Singh,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,8,6,0,8.0
Mashrafe Mortaza,Kolkata Knight Riders,New Wanderers Stadium,59,28,1,12.64
Mayank Dagar,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",82,48,1,10.25
Mayank Dagar,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",6,12,0,3.0
Mayank Dagar,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",34,12,0,17.0
Mayank Dagar,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",21,18,0,7.0
Mayank Dagar,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",25,24,0,6.25
Mayank Dagar,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",37,24,1,9.25
Mohammad Asif,Delhi Capitals,Dr DY Patil Sports Academy,46,27,1,10.22
Mohammad Asif,Delhi Capitals,Feroz Shah Kotla,135,74,1,10.95
Mohammad Asif,Delhi Capitals,"MA Chidambaram Stadium, Chepauk",34,25,1,8.16
Mohammad Asif,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",40,25,2,9.6
Mohammad Asif,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",20,24,2,5.0
Mohammad Asif,Delhi Capitals,Wankhede Stadium,32,24,2,8.0
Mohammad Hafeez,Kolkata Knight Riders,Eden Gardens,27,32,1,5.06
Mohammad Hafeez,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",16,13,0,7.38
Mohammad Hafeez,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",28,18,1,9.33
Mohammad Nabi,Mumbai Indians,"Arun Jaitley Stadium, Delhi",20,12,1,10.0
Mohammad Nabi,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",16,8,1,12.0
Mohammad Nabi,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",31,18,0,10.33
Mohammad Nabi,Mumbai Indians,"Wankhede Stadium, Mumbai",43,36,0,7.17
Mohammad Nabi,Sunrisers Hyderabad,Arun Jaitley Stadium,23,24,2,5.75
Mohammad Nabi,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",21,6,0,21.0
Mohammad Nabi,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,29,24,0,7.25
Mohammad Nabi,Sunrisers Hyderabad,Green Park,18,18,0,6.0
Mohammad Nabi,Sunrisers Hyderabad,M.Chinnaswamy Stadium,26,14,0,11.14
Mohammad Nabi,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",32,24,2,8.0
Mohammad Nabi,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,43,23,0,11.22
Mohammad Nabi,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,80,78,5,6.15
Mohammad Nabi,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",41,48,2,5.12
Mohammad Nabi,Sunrisers Hyderabad,Sheikh Zayed Stadium,24,26,0,5.54
Mohammad Nabi,Sunrisers Hyderabad,Wankhede Stadium,47,42,2,6.71
Mohammad Nabi,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",33,18,0,11.0
Mohammed Shami,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,13,6,0,13.0
Mohammed Shami,Delhi Capitals,Dubai International Cricket Stadium,72,54,1,8.0
Mohammed Shami,Delhi Capitals,Eden Gardens,53,25,1,12.72
Mohammed Shami,Delhi Capitals,Feroz Shah Kotla,439,297,9,8.87
Mohammed Shami,Delhi Capitals,Green Park,37,26,2,8.54
Mohammed Shami,Delhi Capitals,M Chinnaswamy Stadium,67,50,4,8.04
Mohammed Shami,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,26,12,0,13.0
Mohammed Shami,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali",53,32,1,9.94
Mohammed Shami,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",27,20,1,8.1
Mohammed Shami,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",28,18,1,9.33
Mohammed Shami,Delhi Capitals,Saurashtra Cricket Association Stadium,33,24,2,8.25
Mohammed Shami,Delhi Capitals,Sawai Mansingh Stadium,29,24,1,7.25
Mohammed Shami,Delhi Capitals,Sharjah Cricket Stadium,67,50,3,8.04
Mohammed Shami,Delhi Capitals,Sheikh Zayed Stadium,45,25,2,10.8
Mohammed Shami,Delhi Capitals,Wankhede Stadium,36,24,1,9.0
Mohammed Shami,Gujarat Titans,"Arun Jaitley Stadium, Delhi",41,28,3,8.79
Mohammed Shami,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",19,18,0,6.33
Mohammed Shami,Gujarat Titans,"Brabourne Stadium, Mumbai",119,75,2,9.52
Mohammed Shami,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",134,97,4,8.29
Mohammed Shami,Gujarat Titans,"Eden Gardens, Kolkata",76,50,4,9.12
Mohammed Shami,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",40,25,1,9.6
Mohammed Shami,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",30,25,2,7.2
Mohammed Shami,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",55,69,4,4.78
Mohammed Shami,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",277,232,19,7.16
Mohammed Shami,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",44,25,1,10.56
Mohammed Shami,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",27,26,1,6.23
Mohammed Shami,Gujarat Titans,"Wankhede Stadium, Mumbai",161,111,8,8.7
Mohammed Shami,Kings XI Punjab,Arun Jaitley Stadium,22,24,2,5.5
Mohammed Shami,Kings XI Punjab,Dubai International Cricket Stadium,206,176,12,7.02
Mohammed Shami,Kings XI Punjab,Eden Gardens,44,25,1,10.56
Mohammed Shami,Kings XI Punjab,M.Chinnaswamy Stadium,57,25,1,13.68
Mohammed Shami,Kings XI Punjab,MA Chidambaram Stadium,41,25,0,9.84
Mohammed Shami,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,223,157,12,8.52
Mohammed Shami,Kings XI Punjab,Rajiv Gandhi International Stadium,36,25,2,8.64
Mohammed Shami,Kings XI Punjab,Sawai Mansingh Stadium,33,24,1,8.25
Mohammed Shami,Kings XI Punjab,Sharjah Cricket Stadium,138,73,8,11.34
Mohammed Shami,Kings XI Punjab,Sheikh Zayed Stadium,138,93,3,8.9
Mohammed Shami,Kings XI Punjab,Wankhede Stadium,21,26,3,4.85
Mohammed Shami,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",20,13,0,9.23
Mohammed Shami,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",32,26,1,7.38
Mohammed Shami,Kolkata Knight Riders,Sawai Mansingh Stadium,27,18,0,9.0
Mohammed Shami,Punjab Kings,Dubai International Cricket Stadium,68,74,6,5.51
Mohammed Shami,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",37,36,2,6.17
Mohammed Shami,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",93,65,2,8.58
Mohammed Shami,Punjab Kings,Sharjah Cricket Stadium,53,48,5,6.62
Mohammed Shami,Punjab Kings,"Wankhede Stadium, Mumbai",107,76,4,8.45
Mohammed Shami,Punjab Kings,"Zayed Cricket Stadium, Abu Dhabi",42,24,1,10.5
Mohammed Siraj,Royal Challengers Bangalore,Arun Jaitley Stadium,46,24,1,11.5
Mohammed Siraj,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",29,13,0,13.38
Mohammed Siraj,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",25,22,1,6.82
Mohammed Siraj,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",90,52,0,10.38
Mohammed Siraj,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",157,104,4,9.06
Mohammed Siraj,Royal Challengers Bangalore,Dubai International Cricket Stadium,124,99,5,7.52
Mohammed Siraj,Royal Challengers Bangalore,Eden Gardens,38,27,0,8.44
